	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	gamma	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	rho	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau	tau
CARM1	ENST00000344150.4	0.1318239606338822	-0.03888094137667313	1	1	ENST00000327064.4	0.1397410561564769	-0.03483227596262032	1	1	ENST00000344150.4	0.10494024242032841	-0.036842087762464726	1	1	ENST00000327064.4	0.4004110592958362	0.03902014854469062	1	1	ENST00000327064.4	0.1363587708237267	0.09093233360440729	1.0	1.0	ENST00000327064.4	0.14212428348541173	0.06497624107454895	1.0	1.0	ENST00000344150.4	0.20510541997558207	-0.19941867850345274	1	1	ENST00000327064.4	0.33019164296183845	0.14014875157185544	1	1	ENST00000344150.4	0.2629748194672683	-0.13218938430707128	1	1
CARS	all	0.0034457708741735945	-0.1796758691523325	10	10	all	0.034046744474235446	-0.21183605887282128	10	10	all	0.010300518757862769	-0.1957559640125769	10	10	all	0.005966868507250306	-0.2359116650691239	8	8	all	0.00806003461872265	-0.16450605700557439	8.0	8.0	all	0.003944928804385584	-0.19809938993808673	8.0	8.0	all	0.00010188614016220286	-1.6258733464633213	10	10	all	0.00018186028759229896	-1.615356357602922	10	10	all	3.938289170559673e-05	-1.6206148520331214	10	10
CARS2	all	0.0003151669156639278	-0.13425384065412954	10	10	all	6.987559310171804e-05	-0.11652905495617412	10	10	all	4.247641522360942e-05	-0.12408930401142475	10	10	all	0.0543774200685658	-0.13178886759993255	9	9	all	0.007166623717349667	-0.2181340088211583	9.0	9.0	all	0.00903426328507148	-0.15716021276350442	9.0	9.0	all	0.0007715122452084071	-0.7926948829491264	10	10	all	2.2030909681084452e-05	-1.0668319211703354	10	10	all	7.082861736690817e-05	-0.8961811103208653	10	10
CASC5	all	0.10200145839570021	-0.3118567810367647	7	7	ENST00000399668.2	0.11316533389470713	-0.07587157169842398	3	3	all	0.16729570715512876	-0.3088504137658878	7	7	ENST00000346991.5	0.18884705900852705	-0.03927485619239608	3	3	all	0.47077668340131906	0.02035832863590558	4.0	4.0	ENST00000399668.2	0.2934650497211563	-0.040243480844052854	3.0	3.0	ENST00000399668.2	0.016884350360472054	-0.33793362084846507	3	3	ENST00000399668.2	0.18067992207123496	-0.41871726771721174	3	3	ENST00000399668.2	0.06595411017844961	-0.3783254442828384	3	3
CASP1	ENST00000598974.1	0.16229210208724687	-0.05353387159131439	10	10	ENST00000598974.1	0.06910330283647748	0.02239075574706691	10	10	ENST00000533400.1,ENST00000436863.3	0.308925893824076	-0.014943828523085284	6	6	ENST00000533400.1	0.056913332997935384	0.07974303110420738	2	2	ENST00000598974.1	0.1987928898082323	-0.10096698115201354	10.0	10.0	ENST00000533400.1	0.2429078686532059	0.028463285400350674	2.0	2.0	ENST00000533400.1	0.053857394651254636	0.2249726914630733	2	2	ENST00000533400.1,ENST00000436863.3	0.3329762228363875	-0.08713767639337328	6	6	ENST00000533400.1	0.27936547189652705	0.084535193902219	2	2
CASP12	ENST00000375726.2	0.7733872522993053	-0.006841702012085106	4	4	ENST00000375726.2	0.030609830206643103	-0.026138102612946426	4	4	ENST00000375726.2	0.039882069952446156	-0.014765905422696618	4	4	ENST00000422698.2	0.2771725194108646	-0.042633207730825524	4	4	ENST00000422698.2	0.5088423463834684	0.03388915226482344	4.0	4.0	all	0.356739202854768	0.030097312084357494	6.0	6.0	all	0.3803462960015337	0.1645733209387645	6	6	ENST00000375726.2	0.10280809774386492	-0.15094150910470405	4	4	all	0.14315291591452206	0.18995776857858102	6	6
CASP3	all	0.6525913709316695	0.005768004500557567	10	10	all	0.5638598302519435	-0.006843759923891866	10	10	all	0.8295454181633364	-0.006166548877389574	10	10	all	0.013866204864260512	0.14785195260446563	10	10	all	0.0038996266477880526	0.007745433533232528	10.0	10.0	all	0.002367237423379243	0.13728937932758448	10.0	10.0	all	0.029452981771846843	0.4344283749210139	10	10	all	0.008708439061162627	0.0530443505319253	10	10	all	0.0022173136781759935	0.38491772368918165	10	10
CASP4	all	0.9312059666427719	-0.007898025613629069	10	10	all	0.026475638537904665	-0.0292879424758849	9	9	all	0.058857492451795085	-0.015733209044431807	9	9	all	0.5181632587652696	-0.04453996598763005	10	10	all	0.12829600721808387	0.028727969338347467	9.0	9.0	all	0.24511158985840065	-0.02493032154783605	9.0	9.0	all	0.7185681915088629	0.09565036580292074	10	10	all	0.6189161208138003	0.08685040188275417	9	9	all	0.8323548299706856	-0.07626005308336316	9	9
CASP5	all	0.034478053995894965	0.01703020291667908	10	10	all	0.06880224243912621	0.0566821371176904	10	10	all	0.01204371154941764	0.0471859848068574	10	10	all	0.2740122633511911	0.004855607554150924	10	10	all	0.3312430194366235	-0.06964967326115352	10.0	10.0	all	0.12323889091117404	-0.057350111416612636	10.0	10.0	all	0.8945086589284273	0.03502987682752264	10	10	all	0.9702278935660053	0.08106791092065846	10	10	all	0.8883427205057367	-0.03526916471070693	10	10
CASP8	ENST00000323492.7	0.1460091867843263	-0.018431759666113517	10	10	ENST00000432109.2,ENST00000264275.5	0.18646845443539117	-0.018234228407652	9	9	ENST00000432109.2,ENST00000264275.5	0.21358903944058638	-0.016930489361227742	9	9	ENST00000358485.4	0.07989997363684462	-0.04239852086269274	5	5	ENST00000323492.7	0.3998510026260812	0.012302273059510717	9.0	9.0	ENST00000358485.4	0.08310931505679185	-0.058457942235092326	5.0	5.0	ENST00000358485.4	0.1089802635079531	-0.2889945158551928	5	5	ENST00000432109.2,ENST00000264275.5	0.40865897563506604	-0.08283159010757064	10	10	ENST00000358485.4	0.1437437712166274	-0.1731958078910374	5	5
CASP8AP2	all	0.0004904208137776255	-0.2885479261204275	8	8	all	0.000993008335592035	-0.3891794358977078	8	8	all	0.0006692156527039729	-0.3301461650224465	8	8	all	0.12689271661890866	0.05276806331576972	3	3	all	0.8365812029436892	-0.022466166208020878	3.0	3.0	all	0.5867234175971539	0.015150948553874418	3.0	3.0	all	0.011257594134721176	-1.9656993071292843	8	8	all	0.0004430804562869369	-2.2160627256942775	8	8	all	0.0009461645579687704	-2.0720582029085084	8	8
CAV1	all	0.12217628486361838	-0.033883855578341594	6	6	ENST00000341049.2	0.012894962971161422	0.0385888258437534	3	3	all	0.2562192169034594	-0.004209799353787699	6	6	all	0.0123986896198228	0.15027515132232436	7	7	ENST00000341049.2	0.43588813583124086	-0.022280614272899357	3.0	3.0	all	0.041530041507325574	0.07795667276846222	7.0	7.0	all	0.061866858255974495	0.32013944083861373	7	7	ENST00000393470.1	0.32546663495559824	0.1059159904791503	3	3	all	0.2194418202160282	0.1599480732822277	6	6
CBFA2T3	ENST00000327483.5	0.31976743508809846	-0.010234483571538496	10	10	ENST00000268679.4,ENST00000360302.2	0.010946398786432627	0.03259176979309895	8	8	ENST00000268679.4,ENST00000360302.2	0.10744429739037402	0.03310858863420962	8	8	ENST00000268679.4,ENST00000360302.2	0.03657228593226934	0.11781238870386723	9	9	ENST00000268679.4,ENST00000360302.2	0.02375642950346967	0.08934220289491941	8.0	8.0	ENST00000268679.4,ENST00000360302.2	0.021174335909991304	0.06752734395524428	8.0	8.0	ENST00000268679.4,ENST00000360302.2	0.015459330096026276	0.6387389101521613	8	8	ENST00000268679.4,ENST00000360302.2	0.0003619111749983601	0.47810973093242376	7	7	ENST00000268679.4,ENST00000360302.2	0.0013397065685814605	0.42147665909592646	7	7
CBFB	all	0.6141424878311006	-0.019321215654417745	10	10	all	0.2925880832947949	-0.002232842769712392	10	10	all	0.3708733405820549	-0.007770800187494413	10	10	all	0.513300715695055	0.15243736802156457	10	10	all	0.019519639477171315	0.19818037475466763	10.0	10.0	all	0.08146644353304194	0.17530887138811613	10.0	10.0	all	0.5101356339287343	0.32728265796871164	10	10	all	0.006431376103567699	0.5220957081165116	10	10	all	0.023789898902697965	0.3988319314652695	10	10
CBL	all	0.008149697036598333	-0.01438314413658748	10	10	all	0.09629055427628264	-0.03835504431985611	10	10	all	0.0014051708640875867	-0.030757022595527022	10	10	all	0.21920183529096116	-0.10609867977339542	9	9	all	0.08323688753017396	-0.09282683167485463	8.0	8.0	all	0.04783198544227144	-0.05952819002087851	8.0	8.0	all	0.6861447591464884	-0.5748236328368168	8	8	all	0.24484892785040024	-0.6853583290875944	10	10	all	0.6751772645172638	-0.5350416682667444	8	8
CBX4	all	0.2715952463618436	0.009923463340774886	10	10	all	0.8958022715332352	-0.014356159844175813	10	10	all	0.4935280850336642	0.005667188724968041	10	10	all	0.7973883749299752	-0.02920929229964787	10	10	all	0.054690714500802026	0.10918993508453999	10.0	10.0	all	0.17395284685076795	0.024781935999116145	10.0	10.0	all	0.7395125895987729	-0.06611031050623858	10	10	all	0.03486607345952672	0.29972576832419934	10	10	all	0.0952513017307252	0.16626034848375645	10	10
CCAR1	all	0.036375274949692636	-0.06683320099499647	8	8	all	0.013861266536620967	-0.05780680698208634	9	9	all	0.01711187619665738	-0.0597003798260979	8	8	all	0.007387983112563591	-0.28920501847511076	7	7	all	0.06791628686190308	-0.21202603568283596	6.0	6.0	all	0.07838374702612919	-0.0586558960304889	5.0	5.0	all	0.0013088725017307112	-1.4968227293258287	8	8	all	0.0014778063615821116	-1.5718352074186919	9	9	all	0.0012956473948878492	-1.53432896837226	8	8
CCAR2	ENST00000389279.3	0.17029123359239795	0.03172762640301871	9	9	ENST00000389279.3	0.1992602344454668	0.01509862266616281	9	9	ENST00000389279.3	0.10612916507829319	0.02640656811294964	9	9	ENST00000389279.3	0.046980458112004964	0.19738663676164656	10	10	ENST00000308511.4	0.40056943210250096	-0.0009892778051878253	10.0	10.0	ENST00000389279.3	0.3967380386561775	0.054784836276115946	9.0	9.0	ENST00000389279.3	0.013152785898929879	0.5874322832827809	10	10	ENST00000308511.4	0.3452811097325814	-0.10869365329884612	10	10	ENST00000308511.4	0.17075420591346147	-0.11045817379015299	9	9
CCDC103	all	0.3524256836759151	0.006488738882592841	10	10	all	0.6817035555110083	0.0019780313058370504	9	9	all	0.5801908152265638	-0.005318593236175871	9	9	all	0.18404221186970515	-0.12437132415079831	10	10	all	0.2233371982594371	0.056913763801931395	10.0	10.0	all	0.880693924866482	-0.036999875514747656	10.0	10.0	all	0.8414482472191923	-0.06476929188305512	8	8	all	0.27944924793847126	0.20190834509524658	10	10	all	0.4134420556453472	0.0778598160331813	8	8
CCDC176	all	0.02806136265929539	-0.08934833272582667	10	10	all	0.4447930338234478	-0.1153222438214564	9	9	all	0.14628159762638648	-0.09702586409493923	9	9	all	0.08790034863191765	0.11278142932304258	9	9	all	0.01590749273891273	0.13218351199207312	9.0	9.0	all	0.01675059629578218	0.12085913632416478	9.0	9.0	all	0.7290151098233277	-0.02530510188597791	10	10	all	0.11514465693225838	-0.12673219262873536	10	10	all	0.20868942406664215	-0.08191945608194817	10	10
CCDC6	all	0.5000193341033503	-0.01741211181314253	10	10	all	0.11269681953027366	-0.01386356564093854	10	10	all	0.9554193703077188	-0.03263016660731533	10	10	all	0.00048445110188377285	0.12798323439658776	10	10	all	0.01916915965011628	0.1223925638010751	10.0	10.0	all	0.00016439630428514634	0.11252522794404717	10.0	10.0	all	0.00023636200512202747	0.3247113556757371	10	10	all	0.05052892634213095	0.2768162102570862	10	10	all	0.0002696914383980736	0.25171819777403887	10	10
CCK	ENST00000396169.2	0.1283272761944745	0.0343294575078456	6	6	ENST00000396169.2	0.05024376905367416	0.012428760138824787	6	6	ENST00000396169.2	0.020819635764254125	0.026029950117232397	6	6	ENST00000434608.1	0.0762897002337906	-0.10496111778762196	8	8	ENST00000334681.5	0.03230474700191056	0.1425866352463163	9.0	9.0	ENST00000334681.5	0.6497441008825962	0.02859225548386378	9.0	9.0	ENST00000434608.1	0.06681811356904878	-0.2594805281246458	8	8	ENST00000334681.5	0.053906860732193744	0.315995660824159	9	9	ENST00000396169.2	0.40383051439809914	-0.011166693733804753	6	6
CCKBR	all	0.41564343956885197	-0.0021365639802657273	10	10	all	0.7694492289148558	0.02123986233697739	10	10	all	0.37512778360619026	0.004812807362385632	10	10	all	0.929913809376113	0.030130617546442976	10	10	all	0.546060122114663	0.042084858512497075	10.0	10.0	all	0.7364177449183191	0.03231981108557915	10.0	10.0	all	0.8743888024477457	0.0786407592088876	10	10	all	0.9601000875351099	0.08169199186010517	10	10	all	0.9329928093310794	0.05486961249751776	10	10
CCL18	all	0.6801027772527519	-0.014670740406727785	10	10	all	0.6597670427468496	0.0032721247364038836	10	10	all	0.6821315349255981	0.007574501650415201	10	10	all	0.9769271392523337	0.05598049510013675	10	10	all	0.5103915613784229	-0.018462082864676547	10.0	10.0	all	0.8731210761615935	0.02099094737552871	10.0	10.0	all	0.9254447619004033	0.09960466859004474	10	10	all	0.722321774858742	-0.08879678164742948	10	10	all	0.8283346365607132	0.05575389506109953	10	10
CCL2	all	0.9102379727214546	-0.010138346127520964	10	10	all	0.23167698480231835	0.0153238820282683	10	10	all	0.653284894015957	0.014113158465960363	10	10	all	0.6246366537055363	0.05492882956312182	10	10	all	0.4457275941622203	-0.13531860913181945	10.0	10.0	all	0.9569094651352277	-0.03827874571495351	10.0	10.0	all	0.9603014655890323	0.20721232679100218	10	10	all	0.8240440787594819	-0.3905387662707569	10	10	all	0.9234022959121473	-0.08852799132379714	10	10
CCL21	all	0.5639808552359971	-0.021987108322658166	9	9	all	0.02696033595525363	-0.04601636577076864	9	9	all	0.0631237038125131	-0.038934644644437036	9	9	all	0.5126988158961399	0.042595988399784984	9	9	all	0.39938105688931824	0.03065061000269954	9.0	9.0	all	0.2454545025293694	0.02768092498245189	9.0	9.0	all	0.6220439032200638	0.06207384833185469	9	9	all	0.7701063066824044	-0.16505730982228853	9	9	all	0.9111658890737512	-0.0983339743124481	9	9
CCL22	all	0.861992896021455	0.010909054067799857	10	10	all	0.14495427472484643	-0.027496866507254764	10	10	all	0.3171651671478931	-0.013865394465531733	10	10	all	0.46431785171144235	0.016964570063019074	10	10	all	0.03982886629513749	-0.11328571579429349	10.0	10.0	all	0.20898909630700657	-0.05047687633161563	10.0	10.0	all	0.4304391220528343	0.07955284710242867	10	10	all	0.009434446382803675	-0.38389281129638575	10	10	all	0.06452230207657528	-0.14893049157446372	10	10
CCL3	all	0.20223665807688151	0.029836590412458123	10	10	all	0.5829298952969588	-0.019058750751247525	10	10	all	0.5056172599799011	0.004784704699420842	10	10	all	0.009690047107317998	-0.11986196229823211	10	10	all	0.5886740582957555	0.05872695357359751	10.0	10.0	all	0.07816200682790489	-0.06950945920994288	10.0	10.0	all	0.10237951535393816	-0.14604749320581445	10	10	all	0.725893752918928	-0.07582402828315153	10	10	all	0.1547583014644607	-0.18600439350302098	10	10
CCL4	all	0.8946300400016798	-0.007827043001972461	10	10	all	0.30711353376102535	0.04142262962354628	10	10	all	0.5071392937370144	0.026620300786006384	10	10	all	0.3912534808516709	0.06469988979643887	10	10	all	0.09072939545881827	-0.017949829374304713	10.0	10.0	all	0.9760527614821933	-0.022034421501851375	10.0	10.0	all	0.294974191278531	0.308310935376346	10	10	all	0.40060031330578294	-0.03481301526162498	10	10	all	0.7351133373087156	0.07124928752812998	10	10
CCL5	all	0.993080685772015	-0.021461830811923367	10	10	all	0.41057840018917047	0.001266904575024732	10	10	all	0.7020192921222013	-0.005830777942120895	10	10	all	0.9318033472485235	-0.02032446856039145	10	10	all	0.0041171150734029055	-0.11125687188167772	10.0	10.0	all	0.019944549380218776	-0.05401918951813075	10.0	10.0	all	0.8353370553033682	-0.008000927329523533	10	10	all	0.014693081776791276	-0.38963240116664766	10	10	all	0.02172722419753206	-0.15468890915372446	10	10
CCNA1	all	0.38928687750671853	-0.02236351665941187	10	10	all	0.659481390655363	0.024311155983679205	10	10	all	0.9352217576965483	-0.0101634120142211	10	10	all	0.8659734557307486	0.01660869866496779	10	10	all	0.8133287999089234	0.02254640255268329	10.0	10.0	all	0.950533339315688	-0.01903306278435882	10.0	10.0	all	0.6287993076246838	0.037823709586686904	10	10	all	0.6320529667863752	-0.004303576106469503	10	10	all	0.9727214751339369	-0.07070444295010479	10	10
CCNA2	all	0.778061636662076	0.015318407941749289	10	10	all	0.1508088547568885	-0.014920909570108951	10	10	all	0.1798338419962533	-0.006164692859336143	10	10	all	0.01680336869889482	0.08370945510460892	10	10	all	0.2719252657057273	0.0714928783225161	10.0	10.0	all	0.02288444238610659	0.0503518186197802	10.0	10.0	all	0.0216739240288378	0.23907607548185691	10	10	all	0.38585887582035217	0.13679204039980308	10	10	all	0.06712255961171269	0.1364090268875309	10	10
CCNB1	all	0.45864647390425506	0.014764951455475942	10	10	all	0.038175116084069954	-0.05314474921251503	10	10	all	0.050023373031406436	-0.0351051356732443	10	10	all	0.032274937197964405	-0.09862964249992297	10	10	all	0.8192046826731756	0.06629234592005108	10.0	10.0	all	0.20956987074760403	-0.017710555878072094	10.0	10.0	all	0.051940668641516904	-0.13025644150092439	10	10	all	0.2549805500630775	-0.07374185567742379	10	10	all	0.06211834955664688	-0.09691289784053132	10	10
CCNB1IP1	ENST00000398160.2,ENST00000358932.4,ENST00000353689.4	0.2915004122998651	-0.012262224121314029	3	3	ENST00000398160.2,ENST00000358932.4,ENST00000353689.4	0.17811610658224497	0.014997535937124605	3	3	ENST00000398160.2	0.3079636637706463	-0.01436301679865532	5	5	ENST00000358932.4,ENST00000353689.4	0.15775714665223406	0.07641103552285572	7	7	ENST00000398160.2,ENST00000358932.4	0.11930215560812515	-0.10979821832209537	1.0	1.0	ENST00000398160.2,ENST00000358932.4	0.11712098583535979	-0.0836736340824232	1.0	1.0	ENST00000358932.4,ENST00000353689.4	0.08499622260140113	0.18343155684493195	7	7	ENST00000398160.2,ENST00000358932.4	0.1717048724158894	-0.2719974679004726	1	1	ENST00000398160.2,ENST00000358932.4	0.14180120704322913	-0.2106414121700627	1	1
CCNB2	all	0.07687295988198273	-0.010133101668021107	10	10	all	0.10038478179865193	-0.05685813139545445	10	10	all	0.006524273544271694	-0.03207412618652298	10	10	all	0.8569448418168403	-0.02425269167605087	10	10	all	0.37789725363373017	-0.023653812320525602	9.0	9.0	all	0.8812356120796074	-0.041026437056896785	9.0	9.0	all	0.48863989544588327	0.0028084677136884693	10	10	all	0.07579946125528626	-0.34863750831614393	10	10	all	0.07068134777816537	-0.20777685653994396	10	10
CCNB3	ENST00000376042.1	0.6946050567595912	0.014586104232462932	10	10	ENST00000276014.7	0.2332199185025441	0.00967657827400907	10	10	ENST00000276014.7	0.32920369889326684	0.0005005537606456757	10	10	ENST00000376042.1	0.27908371093800566	-0.08592466510788822	10	10	ENST00000376042.1	0.2072706050341373	0.06400044644853324	10.0	10.0	ENST00000276014.7	0.7876520468107171	-0.012097457559837608	10.0	10.0	ENST00000376042.1	0.4737654832179641	-0.19786793748124562	10	10	ENST00000376042.1	0.4008228827356297	0.19322289134865211	10	10	ENST00000276014.7	0.8940666667982443	0.0465108077100063	10	10
CCNC	ENST00000369220.4	0.0007977905273550772	-0.066500895205791	9	9	ENST00000369220.4	0.06684224455920153	-0.08465439458250672	9	9	ENST00000369220.4	0.0008634942738358074	-0.07136685291377991	9	9	ENST00000369220.4	0.014227887867682375	-0.19850222261582495	9	9	ENST00000369220.4	0.21369699544753185	-0.1546649244288654	8.0	8.0	ENST00000369220.4	0.11383101534283169	-0.1570500827714673	8.0	8.0	ENST00000369220.4	0.0014438612096028445	-0.7309299401964133	9	9	ENST00000369220.4	0.07004632567002748	-0.7346209227403917	9	9	ENST00000369220.4	0.018279958856347988	-0.7255855707011151	9	9
